id,year,loan_limit,gender,approved_in_advance,loan_type,loan_purpose,credit_worthiness,open_credit,loan_category,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,loan_term,negative_amortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,annual_income,credit_type,credit_score,co_applicant_credit_type,age_group,submission_type,loan_to_value_ratio,region,security_type,is_loan_default,debt_to_income_ratio,ltv_band
29249,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,226500,3.875,0.4074,7090.63,324,No,No,No,308000,Site Build,Secondary Residency,Home,1,9720,CIB,730,CIB,55-64,Through Institution,0.7354,South,Direct,0,38,60-80%
29250,2019,Conforming,Female,Not Pre-Approved,type1,p4,High Risk,No,Personal,456500,4.625,0.2092,0,360,No,No,No,838000,Site Build,Investment,Home,1,3240,CIB,685,CIB,65-74,Direct,0.5447,North,Direct,0,41,<60%
29251,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,Low Risk,No,Personal,266500,3.99,0.3528,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,5640,EQUI,731,EXP,35-44,Through Institution,0.6376,South,Direct,1,43,60-80%
29252,2019,Conforming,Female,Not Pre-Approved,type2,p3,High Risk,No,Business,256500,3.99,0.9621,2627.1,300,No,No,No,268000,Site Build,Permanent Residency,Home,1,3660,EXP,628,CIB,65-74,Through Institution,0.9571,Central,Direct,1,57,>80%
29253,2019,Non-Conforming,Male,Pre-Approved,type1,p4,High Risk,No,Personal,126500,4.875,0.9936,2477.5,360,No,No,No,248000,Site Build,Permanent Residency,Home,1,6180,CRIF,858,CIB,45-54,Through Institution,0.5101,North,Direct,0,43,<60%
29254,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,426500,4.625,0.2747,1150,360,No,No,Yes,748000,Site Build,Permanent Residency,Home,1,7200,EXP,839,EXP,45-54,Through Institution,0.5702,South,Direct,0,25,<60%
29255,2019,Conforming,Joint,Unknown,type1,p3,High Risk,No,Personal,296500,3.875,0.1097,97.95,180,No,No,No,708000,Site Build,Permanent Residency,Home,1,14880,CIB,653,EXP,55-64,Direct,0.4188,North,Direct,0,30,<60%
29256,2019,Non-Conforming,Unknown,Pre-Approved,type1,p4,High Risk,No,Personal,696500,3.99,0.3528,2627.1,360,No,No,No,958000,Site Build,Permanent Residency,Home,1,8520,EXP,632,EXP,55-64,Through Institution,0.7270,South,Direct,1,40,60-80%
29257,2019,Conforming,Female,Not Pre-Approved,type2,p3,High Risk,No,Business,146500,4.25,0.8317,4256.58,360,No,No,No,168000,Site Build,Permanent Residency,Home,1,3420,CIB,537,CIB,55-64,Through Institution,0.8720,Central,Direct,0,26,>80%
29258,2019,Conforming,Female,Not Pre-Approved,type1,p1,High Risk,No,Personal,246500,3.5,0.2134,1250,360,Yes,No,No,258000,Site Build,Permanent Residency,Home,1,2820,EXP,577,EXP,>74,Through Institution,0.9554,North,Direct,0,44,>80%
29259,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,206500,3.99,0.3528,2627.1,360,No,No,No,308000,Site Build,Permanent Residency,Home,1,6420,CIB,510,CIB,55-64,Through Institution,0.6705,South,Direct,1,34,60-80%
29260,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,216500,3.875,0.4288,6398.42,360,No,No,No,318000,Site Build,Permanent Residency,Home,1,4980,EXP,835,EXP,55-64,Through Institution,0.6808,South,Direct,0,20,60-80%
29261,2019,Conforming,Female,Not Pre-Approved,type1,p4,High Risk,No,Personal,126500,4.625,0.6647,1247.45,180,No,No,No,188000,Site Build,Permanent Residency,Home,1,3240,CIB,552,CIB,45-54,Through Institution,0.6729,North,Direct,0,43,60-80%
29262,2019,Conforming,Joint,Pre-Approved,type1,p4,High Risk,No,Personal,226500,2.875,0.1915,8840.64,180,No,No,No,708000,Site Build,Permanent Residency,Home,1,7140,CRIF,608,EXP,45-54,Through Institution,0.3199,South,Direct,0,24,<60%
29263,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,126500,4.875,1.1345,1938.42,360,Yes,No,No,218000,Site Build,Permanent Residency,Home,1,5280,CIB,775,EXP,45-54,Through Institution,0.5803,South,Direct,0,44,<60%
29264,2019,Non-Conforming,Unknown,Not Pre-Approved,type2,p3,High Risk,No,Business,56500,3.875,0.9454,2178.91,360,No,No,No,108000,Site Build,Permanent Residency,Home,1,1500,CRIF,718,CIB,55-64,Through Institution,0.5231,South,Direct,0,30,<60%
29265,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,266500,3.625,0.1227,0,360,No,Yes,No,558000,Site Build,Permanent Residency,Home,1,3600,CRIF,614,CIB,45-54,Direct,0.4776,North,Direct,0,32,<60%
29266,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,476500,4,-0.4188,895,360,No,Yes,No,608000,Site Build,Permanent Residency,Home,1,6960,EXP,836,EXP,35-44,Direct,0.7837,South,Direct,0,33,60-80%
29267,2019,Conforming,Joint,Not Pre-Approved,type2,p1,High Risk,No,Business,276500,4.25,0.5634,5943.21,360,No,No,No,298000,Site Build,Permanent Residency,Home,1,4800,EXP,886,EXP,<25,Direct,0.9279,North,Direct,0,38,>80%
29268,2019,Conforming,Male,Not Pre-Approved,type1,p2,High Risk,No,Personal,486500,3.99,0.304,992,360,No,No,No,848000,Site Build,Permanent Residency,Home,1,7500,CRIF,825,CIB,35-44,Direct,0.5737,North,Direct,0,49,<60%
29269,2019,Conforming,Female,Not Pre-Approved,type3,p4,High Risk,No,Personal,556500,3.5,-0.169,2627.1,360,Yes,No,No,418000,Site Build,Permanent Residency,Home,1,8820,EQUI,862,EXP,45-54,Direct,1.3313,Central,Direct,1,34,>80%
29270,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,556500,3.875,0.0873,0,360,No,No,No,768000,Site Build,Permanent Residency,Home,1,9840,CRIF,744,EXP,25-34,Direct,0.7246,South,Direct,0,30,60-80%
29271,2019,Conforming,Unknown,Not Pre-Approved,type1,p2,High Risk,No,Personal,186500,3.99,0.3528,2627.1,360,No,No,No,408000,Site Build,Permanent Residency,Home,1,0,EXP,887,EXP,55-64,Through Institution,0.4571,South,Direct,1,14,<60%
29272,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,496500,3.5,0.5728,13622.5,240,No,No,No,838000,Site Build,Permanent Residency,Home,1,12600,CIB,833,EXP,35-44,Through Institution,0.5925,North,Direct,0,34,<60%
29273,2019,Conforming,Unknown,Not Pre-Approved,type2,p3,High Risk,No,Business,216500,3.99,1.2656,2421.01,360,No,No,No,258000,Site Build,Permanent Residency,Home,1,2640,EXP,871,CIB,35-44,Through Institution,0.8391,South,Direct,0,44,>80%
29274,2019,Non-Conforming,Joint,Pre-Approved,type1,p1,High Risk,No,Personal,656500,4,-0.1069,6200,360,No,No,No,878000,Site Build,Permanent Residency,Home,1,10620,EXP,559,EXP,35-44,Direct,0.7477,North,Direct,0,33,60-80%
29275,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,616500,3.875,0.1224,550.7,360,No,No,No,918000,Site Build,Permanent Residency,Home,1,8280,CIB,562,CIB,45-54,Direct,0.6716,North,Direct,0,45,60-80%
29276,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,176500,4.125,0.5811,3062.5,240,No,No,No,298000,Site Build,Permanent Residency,Home,1,4080,CIB,857,CIB,55-64,Through Institution,0.5923,South,Direct,0,25,<60%
29277,2019,Conforming,Unknown,Not Pre-Approved,type2,p3,High Risk,No,Business,156500,3.99,0.9621,2627.1,360,No,No,No,198000,Site Build,Permanent Residency,Home,1,300,CIB,741,CIB,55-64,Through Institution,0.7904,South,Direct,1,9,60-80%
29278,2019,Conforming,Joint,Not Pre-Approved,type1,p1,High Risk,No,Personal,326500,4.125,0.1758,1916.5,360,No,No,No,548000,Site Build,Permanent Residency,Home,1,6360,CIB,735,EXP,35-44,Through Institution,0.5958,South,Direct,0,40,<60%
29279,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,126500,4.625,0.4025,3806.25,360,Yes,No,No,238000,Site Build,Permanent Residency,Home,1,1380,EXP,720,CIB,65-74,Through Institution,0.5315,South,Direct,0,41,<60%
29280,2019,Conforming,Female,Not Pre-Approved,type1,p4,High Risk,No,Personal,246500,3.99,0.3528,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,11880,EQUI,541,EXP,45-54,Direct,0.5897,North,Direct,1,34,<60%
29281,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,76500,3.99,0.3528,2627.1,132,No,No,No,418000,Site Build,Permanent Residency,Home,1,3360,EQUI,831,EXP,45-54,Through Institution,0.1830,South,Direct,1,38,<60%
29282,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,426500,4.5,0.8542,8340.85,360,No,No,No,658000,Site Build,Permanent Residency,Home,1,5640,EXP,560,EXP,55-64,Through Institution,0.6482,South,Direct,0,39,60-80%
29283,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,226500,3.99,0.3528,2627.1,360,No,No,No,308000,Site Build,Permanent Residency,Home,1,5340,CRIF,876,CIB,>74,Through Institution,0.7354,South,Direct,1,54,60-80%
29284,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,516500,3.99,0.3528,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,7380,EQUI,900,EXP,25-34,Direct,1.2356,North,Direct,1,41,>80%
29285,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,166500,4.375,1.3829,2066,180,No,Yes,No,198000,Site Build,Permanent Residency,Home,1,4200,CIB,834,EXP,55-64,Through Institution,0.8409,North,Direct,0,41,>80%
29286,2019,Conforming,Unknown,Pre-Approved,type1,p3,High Risk,No,Personal,276500,3.375,-0.1286,7515,360,No,No,No,538000,Site Build,Permanent Residency,Home,1,3480,CIB,749,EXP,35-44,Direct,0.5139,North,Direct,0,43,<60%
29287,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,376500,3.625,0.3716,5037.39,360,No,No,No,438000,Site Build,Permanent Residency,Home,1,8700,CRIF,587,EXP,35-44,Direct,0.8596,North,Direct,0,24,>80%
29288,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,266500,3.75,0.5825,2550,180,No,No,No,508000,Site Build,Permanent Residency,Home,1,7500,CIB,720,EXP,55-64,Through Institution,0.5246,North,Direct,0,26,<60%
29289,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,166500,3.99,0.3528,2627.1,240,No,No,No,228000,Site Build,Permanent Residency,Home,1,3600,CRIF,596,CIB,35-44,Through Institution,0.7303,South,Direct,1,36,60-80%
29290,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,376500,3.25,0.5258,9575,180,No,No,No,828000,Site Build,Permanent Residency,Home,1,8640,CIB,842,CIB,45-54,Through Institution,0.4547,South,Direct,0,38,<60%
29291,2019,Conforming,Female,Not Pre-Approved,type2,p3,High Risk,No,Business,276500,3.99,0.9621,2627.1,360,No,No,No,368000,Site Build,Permanent Residency,Home,1,4320,CRIF,891,CIB,>74,Through Institution,0.7514,North,Direct,1,50,60-80%
29292,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,226500,3.875,0.3107,5629.39,360,No,No,No,328000,Site Build,Permanent Residency,Home,1,6420,EXP,507,EXP,55-64,Through Institution,0.6905,South,Direct,0,15,60-80%
29293,2019,Non-Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,726500,4.125,0.2268,21293.62,360,No,No,No,1018000,Site Build,Permanent Residency,Home,1,12780,EXP,545,EXP,65-74,Through Institution,0.7137,South,Direct,0,42,60-80%
29294,2019,Conforming,Unknown,Pre-Approved,type3,p1,High Risk,No,Personal,226500,3.125,-0.2639,6242.5,360,No,No,No,228000,Site Build,Permanent Residency,Home,1,4080,CIB,808,CIB,55-64,Through Institution,0.9934,South,Direct,0,48,>80%
29295,2019,Non-Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,776500,4.375,0.0601,55.86,360,No,No,No,988000,Site Build,Permanent Residency,Home,1,13020,CRIF,794,CIB,45-54,Direct,0.7859,South,Direct,0,42,60-80%
29296,2019,Conforming,Female,Not Pre-Approved,type1,p3,High Risk,No,Personal,456500,3.625,-0.0696,2699.88,360,No,No,No,808000,Site Build,Permanent Residency,Home,1,5400,CIB,550,CIB,25-34,Direct,0.5650,Central,Direct,0,41,<60%
29297,2019,Conforming,Male,Not Pre-Approved,type2,p1,High Risk,No,Business,236500,3.75,1.1023,3478.76,360,No,No,No,248000,Site Build,Permanent Residency,Home,1,3900,EXP,573,CIB,55-64,Direct,0.9536,North,Direct,0,37,>80%
29298,2019,Conforming,Male,Not Pre-Approved,type2,p3,High Risk,No,Business,86500,4.5,1.4725,1822.98,300,No,No,No,138000,Site Build,Permanent Residency,Home,1,3720,CRIF,550,CIB,35-44,Through Institution,0.6268,North,Direct,0,47,60-80%
29299,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,256500,3.99,0.3528,2627.1,180,No,No,No,508000,Site Build,Permanent Residency,Home,1,4860,CIB,624,CIB,65-74,Through Institution,0.5049,North-East,Direct,1,36,<60%
29300,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,136500,3.99,0.3528,2627.1,360,No,No,No,258000,Site Build,Permanent Residency,Home,1,3000,CRIF,806,EXP,35-44,Through Institution,0.5291,North,Direct,1,44,<60%
29301,2019,Conforming,Joint,Pre-Approved,type2,p1,High Risk,No,Business,516500,3.99,1.3383,7928,360,No,No,No,528000,Site Build,Permanent Residency,Home,1,9720,CRIF,627,EXP,35-44,Direct,0.9782,North,Direct,0,36,>80%
29302,2019,Conforming,Unknown,Pre-Approved,type2,p4,High Risk,No,Business,196500,3.99,0.9621,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,0,EQUI,528,EXP,35-44,Through Institution,0.4701,South,Direct,1,38,<60%
29303,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,656500,3.875,0.089,0,360,No,No,No,908000,Site Build,Permanent Residency,Home,1,11460,EXP,766,CIB,35-44,Direct,0.7230,North,Direct,0,23,60-80%
29304,2019,Conforming,Male,Not Pre-Approved,type2,p1,Low Risk,No,Business,316500,4.49,1.2071,387.5,360,No,No,No,348000,Site Build,Permanent Residency,Home,1,6000,EXP,885,CIB,45-54,Through Institution,0.9095,North,Direct,0,42,>80%
29305,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,246500,3.99,0.2126,8808.75,360,No,No,No,328000,Site Build,Permanent Residency,Home,1,5460,CIB,736,CIB,65-74,Through Institution,0.7515,North,Direct,0,25,60-80%
29306,2019,Conforming,Unknown,Not Pre-Approved,type2,p4,High Risk,No,Business,686500,3.75,1.1495,0,360,No,No,No,708000,Site Build,Permanent Residency,Home,1,5760,EXP,537,EXP,45-54,Through Institution,0.9696,South,Direct,0,43,>80%
29307,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,316500,3.875,0.3028,8650,240,No,No,No,458000,Site Build,Permanent Residency,Home,1,6060,EXP,651,CIB,55-64,Through Institution,0.6910,South,Direct,0,41,60-80%
29308,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,296500,4.5,0.1416,2318,360,No,No,No,458000,Site Build,Permanent Residency,Home,1,8340,CRIF,649,EXP,45-54,Through Institution,0.6474,South,Direct,0,41,60-80%
29309,2019,Conforming,Male,Not Pre-Approved,type3,p3,Low Risk,No,Personal,426500,3.5,-0.169,2627.1,300,Yes,No,No,468000,Site Build,Permanent Residency,Home,1,5400,CIB,718,CIB,35-44,Through Institution,0.9113,North,Direct,1,51,>80%
29310,2019,Non-Conforming,Joint,Pre-Approved,type1,p4,High Risk,No,Personal,356500,3.99,-0.1233,2500,360,No,No,No,468000,Site Build,Permanent Residency,Home,1,6240,CRIF,833,EXP,25-34,Direct,0.7618,North,Direct,0,45,60-80%
29311,2019,Conforming,Joint,Not Pre-Approved,type1,p1,High Risk,No,Personal,436500,4.5,0.3377,8625,360,No,No,No,578000,Site Build,Investment,Home,1,35640,CRIF,540,EXP,55-64,Direct,0.7552,Central,Direct,0,39,60-80%
29312,2019,Conforming,Male,Not Pre-Approved,type1,p1,High Risk,No,Personal,186500,4.99,1.0854,2774,360,No,No,No,238000,Site Build,Permanent Residency,Home,1,3720,EXP,853,CIB,55-64,Through Institution,0.7836,North,Direct,0,30,60-80%
29313,2019,Conforming,Joint,Not Pre-Approved,type3,p3,High Risk,No,Personal,186500,3.5,-0.0158,1830,360,No,No,No,188000,Site Build,Permanent Residency,Home,1,3300,EXP,706,EXP,65-74,Through Institution,0.9920,North,Direct,0,43,>80%
29314,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,476500,3.69,-0.0646,654.14,360,No,No,No,778000,Site Build,Permanent Residency,Home,1,11040,CRIF,553,EXP,45-54,Direct,0.6125,North,Direct,0,42,60-80%
29315,2019,Conforming,Unknown,Pre-Approved,type1,p3,High Risk,No,Personal,276500,3.99,0.3528,2627.1,360,No,No,No,858000,Site Build,Permanent Residency,Home,1,8460,CRIF,759,EXP,35-44,Through Institution,0.3223,South,Direct,1,5,<60%
29316,2019,Conforming,Male,Not Pre-Approved,type1,p1,High Risk,No,Personal,136500,5.25,0.9779,3152.5,360,No,No,No,198000,Site Build,Permanent Residency,Home,1,2160,EXP,765,CIB,35-44,Through Institution,0.6894,South,Direct,0,49,60-80%
29317,2019,Conforming,Unknown,Pre-Approved,type1,p1,High Risk,No,Personal,326500,4.5,0.0963,2533,360,Yes,No,No,468000,Site Build,Permanent Residency,Home,1,7440,CIB,802,EXP,65-74,Through Institution,0.6976,South,Direct,0,40,60-80%
29318,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,356500,3.99,0.6881,10490,324,No,No,No,458000,Site Build,Permanent Residency,Home,1,7380,CRIF,505,CIB,55-64,Through Institution,0.7784,South,Direct,0,35,60-80%
29319,2019,Conforming,Joint,Not Pre-Approved,type1,p3,Low Risk,No,Personal,486500,3.99,0.3528,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,6540,EQUI,752,EXP,45-54,Through Institution,1.1639,North,Direct,1,41,>80%
29320,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,Low Risk,No,Personal,536500,4.125,0.2443,13187.5,360,No,No,No,928000,Site Build,Permanent Residency,Home,1,6900,EXP,528,EXP,55-64,Through Institution,0.5781,South,Direct,0,39,<60%
29321,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,216500,3.75,0.6766,4268.13,240,No,No,No,348000,Site Build,Permanent Residency,Home,1,3420,CIB,813,EXP,55-64,Through Institution,0.6221,North,Direct,0,41,60-80%
29322,2019,Conforming,Unknown,Pre-Approved,type1,p2,High Risk,No,Personal,136500,4.75,1.2601,3714.14,360,No,No,No,188000,Site Build,Investment,Home,1,6660,CIB,577,EXP,55-64,Through Institution,0.7261,South,Direct,0,41,60-80%
29323,2019,Conforming,Joint,Not Pre-Approved,type2,p1,High Risk,No,Business,166500,4,1.1226,765.71,360,No,No,No,168000,Site Build,Permanent Residency,Home,1,6180,CRIF,595,EXP,55-64,Direct,0.9911,North,Direct,0,47,>80%
29324,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,526500,3.75,0.1256,4800,360,No,No,No,1548000,Site Build,Permanent Residency,Home,1,4440,CIB,616,EXP,55-64,Direct,0.3401,North,Direct,0,49,<60%
29325,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,256500,3.375,-0.1352,8758.94,360,No,No,No,638000,Site Build,Permanent Residency,Home,1,2940,CRIF,891,CIB,65-74,Through Institution,0.4020,South,Direct,0,46,<60%
29326,2019,Conforming,Female,Not Pre-Approved,type2,p1,High Risk,No,Business,256500,3.125,0.3588,0,360,No,No,No,268000,Site Build,Permanent Residency,Home,1,3120,CRIF,656,CIB,35-44,Direct,0.9571,South,Direct,0,50,>80%
29327,2019,Conforming,Male,Pre-Approved,type3,p1,High Risk,No,Personal,186500,3.5,-0.169,2627.1,360,No,No,No,188000,Site Build,Permanent Residency,Home,1,3120,CIB,714,CIB,35-44,Through Institution,0.9920,North,Direct,1,38,>80%
29328,2019,Conforming,Unknown,Not Pre-Approved,type2,p1,Low Risk,No,Business,96500,5.25,1.8867,1397.71,360,No,No,No,98000,Site Build,Permanent Residency,Home,1,5580,CIB,897,EXP,25-34,Through Institution,0.9847,South,Direct,0,39,>80%
29329,2019,Conforming,Joint,Pre-Approved,type1,p4,High Risk,No,Personal,486500,4.375,0.6323,3695,360,No,No,No,608000,Site Build,Permanent Residency,Home,1,8280,CIB,632,EXP,35-44,Direct,0.8002,North,Direct,0,41,>80%
29330,2019,Non-Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,746500,3.99,0.3528,2627.1,360,No,No,Yes,418000,Site Build,Permanent Residency,Home,1,13920,EQUI,756,EXP,55-64,Direct,1.7859,North,Direct,1,34,>80%
29331,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,156500,3.99,0.3528,2627.1,180,Yes,No,No,498000,Site Build,Permanent Residency,Home,1,8580,CRIF,849,EXP,65-74,Through Institution,0.3143,South,Direct,1,30,<60%
29332,2019,Non-Conforming,Joint,Not Pre-Approved,type1,p4,Low Risk,No,Personal,936500,3.99,0.3528,2627.1,360,No,No,No,4438000,Site Build,Permanent Residency,Home,1,18300,CIB,738,EXP,45-54,Through Institution,0.2110,North,Direct,1,46,<60%
29333,2019,Conforming,Male,Pre-Approved,type2,p1,High Risk,No,Business,156500,4.375,1.2378,2329.51,300,No,No,No,168000,Site Build,Permanent Residency,Home,1,3780,CIB,746,CIB,25-34,Through Institution,0.9315,North,Direct,0,42,>80%
29334,2019,Conforming,Joint,Not Pre-Approved,type2,p4,High Risk,No,Business,466500,3.625,0.5287,9013.88,360,No,No,No,508000,Site Build,Permanent Residency,Home,1,6540,CIB,708,EXP,35-44,Direct,0.9183,North,Direct,0,42,>80%
29335,2019,Conforming,Male,Not Pre-Approved,type2,p4,High Risk,No,Business,206500,3.625,0.8743,0,360,No,No,No,218000,Site Build,Permanent Residency,Home,1,5760,CRIF,576,CIB,25-34,Through Institution,0.9472,South,Direct,0,43,>80%
29336,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,186500,3.99,0.3528,2627.1,360,No,No,No,698000,Site Build,Permanent Residency,Home,1,4380,EXP,841,EXP,55-64,Through Institution,0.2672,North,Direct,1,48,<60%
29337,2019,Conforming,Unknown,Not Pre-Approved,type1,p1,High Risk,No,Personal,336500,3.875,0.1809,0,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,8520,CRIF,783,EXP,25-34,Direct,0.8050,South,Direct,0,28,>80%
29338,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,336500,3.75,0.0433,7614.3,360,No,No,No,6408000,Site Build,Permanent Residency,Home,1,10440,CIB,686,EXP,65-74,Through Institution,0.0525,North,Direct,0,44,<60%
29339,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,216500,3.99,0.2879,3613.5,360,No,No,No,298000,Site Build,Permanent Residency,Home,1,7740,CIB,615,CIB,45-54,Through Institution,0.7265,South,Direct,0,26,60-80%
29340,2019,Conforming,Joint,Pre-Approved,type1,p1,High Risk,No,Personal,176500,4.875,0.5853,1373.59,360,No,No,No,238000,Site Build,Permanent Residency,Home,1,8100,CRIF,633,EXP,65-74,Through Institution,0.7416,North,Direct,0,20,60-80%
29341,2019,Conforming,Female,Not Pre-Approved,type2,p4,High Risk,No,Business,216500,4.875,1.5358,3760.36,360,Yes,No,No,228000,Site Build,Permanent Residency,Home,1,3660,CIB,795,CIB,35-44,Through Institution,0.9496,North,Direct,0,49,>80%
29342,2019,Conforming,Male,Not Pre-Approved,type2,p1,High Risk,No,Business,546500,3.625,1.0919,3000,360,No,No,No,558000,Site Build,Permanent Residency,Home,1,7680,CIB,894,CIB,35-44,Through Institution,0.9794,North,Direct,0,41,>80%
29343,2019,Conforming,Female,Not Pre-Approved,type1,p3,High Risk,No,Personal,176500,5.375,1.2019,5087.5,360,Yes,No,No,228000,Site Build,Permanent Residency,Home,1,7800,CRIF,709,CIB,55-64,Through Institution,0.7741,North,Direct,0,24,60-80%
29344,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,146500,3.99,0.3528,2627.1,240,No,No,No,418000,Site Build,Permanent Residency,Home,1,9000,EQUI,677,EXP,45-54,Through Institution,0.3505,North,Direct,1,34,<60%
29345,2019,Conforming,Male,Not Pre-Approved,type1,p1,High Risk,No,Personal,376500,4.375,0.2029,1174.24,360,No,No,No,388000,Site Build,Permanent Residency,Home,1,5640,CIB,679,CIB,25-34,Direct,0.9704,North,Direct,0,36,>80%
29346,2019,Conforming,Female,Not Pre-Approved,type1,p4,High Risk,No,Personal,346500,4,0.3066,2980.8,360,No,Yes,No,468000,Site Build,Permanent Residency,Home,1,8760,CIB,782,CIB,35-44,Direct,0.7404,South,Direct,0,21,60-80%
29347,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,226500,4.875,1.3618,0,240,No,No,No,398000,Site Build,Investment,Home,1,11220,EXP,518,CIB,45-54,Direct,0.5691,South,Direct,0,37,<60%
29348,2019,Conforming,Female,Not Pre-Approved,type1,p1,High Risk,No,Personal,296500,3.625,0.0404,546.94,360,No,No,No,308000,Site Build,Permanent Residency,Home,1,3120,CIB,829,CIB,<25,Direct,0.9627,South,Direct,0,42,>80%
29349,2019,Conforming,Male,Not Pre-Approved,type1,p2,High Risk,No,Personal,176500,4.75,0.1332,0,360,No,No,No,568000,Site Build,Permanent Residency,Home,1,8760,CRIF,834,CIB,35-44,Direct,0.3107,North,Direct,0,22,<60%
29350,2019,Conforming,Unknown,Not Pre-Approved,type3,p4,High Risk,No,Personal,206500,2.99,-0.5892,1789.91,360,No,No,No,208000,Site Build,Permanent Residency,Home,1,5760,EXP,862,EXP,35-44,Through Institution,0.9928,South,Direct,0,43,>80%
29351,2019,Conforming,Male,Pre-Approved,type1,p1,High Risk,No,Personal,126500,3.75,0.4677,2612.5,360,Yes,Yes,No,158000,Site Build,Permanent Residency,Home,1,2160,CRIF,884,CIB,55-64,Through Institution,0.8006,North,Direct,0,34,>80%
29352,2019,Conforming,Male,Pre-Approved,type2,p3,High Risk,No,Business,346500,3.99,0.9621,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,8100,EQUI,814,EXP,55-64,Through Institution,0.8289,North,Direct,1,41,>80%
29353,2019,Conforming,Unknown,Not Pre-Approved,type3,p3,High Risk,No,Personal,406500,3.5,-0.169,2627.1,360,No,No,No,958000,Site Build,Permanent Residency,Home,1,4560,EXP,889,EXP,55-64,Through Institution,0.4243,South,Direct,1,58,<60%
29354,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,396500,3.99,0.3528,2627.1,180,No,No,No,418000,Site Build,Permanent Residency,Home,1,8940,EQUI,719,EXP,65-74,Through Institution,0.9486,North,Direct,1,34,>80%
